name,role,genres,imdb_score,type,production_countries,release_year,runtime,tmdb_score,imdb_votes
Ralph Richardson,ACTOR,"['scifi', 'thriller', 'action', 'documentation']",5.8,MOVIE,['US'],2012,131,5.8,246008.0
Biunca Love,ACTOR,"['scifi', 'thriller', 'action', 'documentation']",5.8,MOVIE,['US'],2012,131,5.8,246008.0
Kyle Clements,ACTOR,"['scifi', 'thriller', 'action', 'documentation']",5.8,MOVIE,['US'],2012,131,5.8,246008.0
Yutaka Takeuchi,ACTOR,"['scifi', 'thriller', 'action', 'documentation']",5.8,MOVIE,['US'],2012,131,5.8,246008.0
John A Weaver,ACTOR,"['scifi', 'thriller', 'action', 'documentation']",5.8,MOVIE,['US'],2012,131,5.8,246008.0
Dane Justman,ACTOR,"['scifi', 'thriller', 'action', 'documentation']",5.8,MOVIE,['US'],2012,131,5.8,246008.0
Drew Rausch,ACTOR,"['scifi', 'thriller', 'action', 'documentation']",5.8,MOVIE,['US'],2012,131,5.8,246008.0
Bill Stinchcomb,ACTOR,"['scifi', 'thriller', 'action', 'documentation']",5.8,MOVIE,['US'],2012,131,5.8,246008.0
John Bell,ACTOR,"['scifi', 'thriller', 'action', 'documentation']",5.8,MOVIE,['US'],2012,131,5.8,246008.0
Arlene Newman,ACTOR,"['scifi', 'thriller', 'action', 'documentation']",5.8,MOVIE,['US'],2012,131,5.8,246008.0
George O'Hanlon Jr.,ACTOR,"['scifi', 'thriller', 'action', 'documentation']",5.8,MOVIE,['US'],2012,131,5.8,246008.0
Jay Jackson,ACTOR,"['scifi', 'thriller', 'action', 'documentation']",5.8,MOVIE,['US'],2012,131,5.8,246008.0
Joe Chrest,ACTOR,"['scifi', 'thriller', 'action', 'documentation']",5.8,MOVIE,['US'],2012,131,5.8,246008.0
Ed Moy,ACTOR,"['scifi', 'thriller', 'action', 'documentation']",5.8,MOVIE,['US'],2012,131,5.8,246008.0
Peter Berg,DIRECTOR,"['scifi', 'thriller', 'action', 'documentation']",5.8,MOVIE,['US'],2012,131,5.8,246008.0
Jiro Ono,ACTOR,['documentation'],7.8,MOVIE,['US'],2011,82,7.8,35312.0
Masuhiro Yamamoto,ACTOR,['documentation'],7.8,MOVIE,['US'],2011,82,7.8,35312.0
Yoshikazu Ono,ACTOR,['documentation'],7.8,MOVIE,['US'],2011,82,7.8,35312.0
Daisuke Nakazama,ACTOR,['documentation'],7.8,MOVIE,['US'],2011,82,7.8,35312.0
Hachiro Mizutani,ACTOR,['documentation'],7.8,MOVIE,['US'],2011,82,7.8,35312.0
Harutaki Takahashi,ACTOR,['documentation'],7.8,MOVIE,['US'],2011,82,7.8,35312.0
Hiroki Fujita,ACTOR,['documentation'],7.8,MOVIE,['US'],2011,82,7.8,35312.0
Tsunenori Ida,ACTOR,['documentation'],7.8,MOVIE,['US'],2011,82,7.8,35312.0
David Gelb,DIRECTOR,['documentation'],7.8,MOVIE,['US'],2011,82,7.8,35312.0
Rachel Weisz,ACTOR,"['drama', 'romance']",6.2,MOVIE,"['GB', 'US']",2011,98,5.9,15735.0
Tom Hiddleston,ACTOR,"['drama', 'romance']",6.2,MOVIE,"['GB', 'US']",2011,98,5.9,15735.0
Simon Russell Beale,ACTOR,"['drama', 'romance']",6.2,MOVIE,"['GB', 'US']",2011,98,5.9,15735.0
Harry Hadden-Paton,ACTOR,"['drama', 'romance']",6.2,MOVIE,"['GB', 'US']",2011,98,5.9,15735.0
Jolyon Coy,ACTOR,"['drama', 'romance']",6.2,MOVIE,"['GB', 'US']",2011,98,5.9,15735.0
Karl Johnson,ACTOR,"['drama', 'romance']",6.2,MOVIE,"['GB', 'US']",2011,98,5.9,15735.0
Ann Mitchell,ACTOR,"['drama', 'romance']",6.2,MOVIE,"['GB', 'US']",2011,98,5.9,15735.0
Nicholas Amer,ACTOR,"['drama', 'romance']",6.2,MOVIE,"['GB', 'US']",2011,98,5.9,15735.0
Sarah Kants,ACTOR,"['drama', 'romance']",6.2,MOVIE,"['GB', 'US']",2011,98,5.9,15735.0
Oliver Ford Davies,ACTOR,"['drama', 'romance']",6.2,MOVIE,"['GB', 'US']",2011,98,5.9,15735.0
Barbara Jefford,ACTOR,"['drama', 'romance']",6.2,MOVIE,"['GB', 'US']",2011,98,5.9,15735.0
Mark Tandy,ACTOR,"['drama', 'romance']",6.2,MOVIE,"['GB', 'US']",2011,98,5.9,15735.0
Stuart McLoughlin,ACTOR,"['drama', 'romance']",6.2,MOVIE,"['GB', 'US']",2011,98,5.9,15735.0
Terence Davies,DIRECTOR,"['drama', 'romance']",6.2,MOVIE,"['GB', 'US']",2011,98,5.9,15735.0
Juno Temple,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Michael Angarano,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Alexis Bledel,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Billy Magnussen,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Alia Shawkat,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Bobby Moynihan,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Steve Park,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Ben Rappaport,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Lucy Walters,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Jack McBrayer,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Debra Monk,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Michael Delaney,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Tara Copeland,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Thomas Middleditch,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Bob McClure,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Rebecca Darke,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Ian Scott McGregor,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Travis Myers,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Matt Walsh,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Danielle Kotch,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
M.K. Walsh,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Claudia Mason,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Cristin Milioti,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Roland J. Walton,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Christopher Maggi,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Matthew Backer,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Yuen Byun,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Adam Files,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Kirk Roos,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Christopher Jon Gombos,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
William Todd Levinson,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Harry L. Seddon,ACTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Ramaa Mosley,DIRECTOR,"['fantasy', 'thriller', 'comedy']",6.4,MOVIE,['US'],2012,100,6.1,15737.0
Chris Hemsworth,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Josh Peck,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Josh Hutcherson,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Isabel Lucas,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Adrianne Palicki,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Connor Cruise,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Edwin Hodge,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Jeffrey Dean Morgan,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Michael Beach,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Alyssa Diaz,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Matt Gerald,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Brett Cullen,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Julian Alcaraz,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Will Yun Lee,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Fernando Chien,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Kenneth Choi,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Michael A. Knight,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Steve Lenz,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Noah Smith,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Lucas Kerr,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Linda Boston,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Nicholas Yu,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Spencer Strong Smith,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Rusty Mewha,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Brian D. Thibault,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Mark Schlereth,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Dan Lewis,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Choua Kue,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Sam Looc,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Zachary Schafer,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Steven Chan,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Dwight Sora,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Cindy Chu,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Matthew Yang King,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Boyuen,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Arnold Agee,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Mike Ancrile,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Vincent Rogo Angelini,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Bernadette Balagtas,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
J. B. Blanc,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Richard 'Rick' Bobier,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Ron Causey,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
P.J. Edwards,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Jacquelyn Evola,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Jacqueline Forton,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Steven Hauptman,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Doug Kolbicz,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Chris Kotcher,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Robert Laenen,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Chameria Law,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Bill Lumbert,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Misty Mills,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Stephen Oyoung,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Ho-Sung Pak,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Courtney Parkinson,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Simon Rhee,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Amanda Wright,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Ron Yuan,ACTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Dan Bradley,DIRECTOR,"['thriller', 'scifi', 'action', 'drama', 'war', 'crime']",5.3,MOVIE,['US'],2012,93,5.6,76715.0
Yuki Kaji,ACTOR,"['scifi', 'action', 'animation', 'war', 'western', 'crime', 'thriller']",8.2,SHOW,['JP'],2012,27,7.8,18061.0
Kana Hanazawa,ACTOR,"['scifi', 'action', 'animation', 'war', 'western', 'crime', 'thriller']",8.2,SHOW,['JP'],2012,27,7.8,18061.0
Yuichi Nakamura,ACTOR,"['scifi', 'action', 'animation', 'war', 'western', 'crime', 'thriller']",8.2,SHOW,['JP'],2012,27,7.8,18061.0
Tomokazu Seki,ACTOR,"['scifi', 'action', 'animation', 'war', 'western', 'crime', 'thriller']",8.2,SHOW,['JP'],2012,27,7.8,18061.0
Takahiro Sakurai,ACTOR,"['scifi', 'action', 'animation', 'war', 'western', 'crime', 'thriller']",8.2,SHOW,['JP'],2012,27,7.8,18061.0
Ayane Sakura,ACTOR,"['scifi', 'action', 'animation', 'war', 'western', 'crime', 'thriller']",8.2,SHOW,['JP'],2012,27,7.8,18061.0
Miyuki Sawashiro,ACTOR,"['scifi', 'action', 'animation', 'war', 'western', 'crime', 'thriller']",8.2,SHOW,['JP'],2012,27,7.8,18061.0
Nev Schulman,ACTOR,"['reality', 'romance']",7.1,SHOW,['US'],2012,41,7.1,8186.0
Kamie Crawford,ACTOR,"['reality', 'romance']",7.1,SHOW,['US'],2012,41,7.1,8186.0
Chris Kratt,ACTOR,"['comedy', 'family', 'animation']",7.7,SHOW,"['US', 'CA']",2011,26,7.0,1596.0
Martin Kratt,ACTOR,"['comedy', 'family', 'animation']",7.7,SHOW,"['US', 'CA']",2011,26,7.0,1596.0
Athena Karkanis,ACTOR,"['comedy', 'family', 'animation']",7.7,SHOW,"['US', 'CA']",2011,26,7.0,1596.0
Jonathan Malen,ACTOR,"['comedy', 'family', 'animation']",7.7,SHOW,"['US', 'CA']",2011,26,7.0,1596.0
Heather Bambrick,ACTOR,"['comedy', 'family', 'animation']",7.7,SHOW,"['US', 'CA']",2011,26,7.0,1596.0
Ben Stiller,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Vince Vaughn,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Rosemarie DeWitt,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Erinn Hayes,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Erin Moriarty,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Jonah Hill,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Richard Ayoade,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Jill Jane Clements,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Will Forte,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Mel Rodriguez,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Doug Jones,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Nicholas Braun,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
R. Lee Ermey,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Joe Nunez,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Liz Cackowski,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Johnny Pemberton,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Sharon Gee,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Eric Goins,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Robert C. Sibley,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Grace Fronebarger,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Bonnie Silver,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Paul Barlow Jr.,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Thomas Elliott,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Sean Goulding,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Amy Napier Viteri,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Dax Flame,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Ryan Girard,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Kate Kneeland,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Ted Huckabee,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Jeremiah Williams,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Ethan Shapanka,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Marla Malcolm,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Lindsey Coley,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
LaDonna Allison,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Andy Samberg,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Jorma Taccone,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Akiva Schaffer,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Cathy Shim,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Carissa Capobianco,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Kelsey Talley,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Melia Talley,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Patricia French,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Zack Mines,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Emilee Yuye Sikes,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Billy Crudup,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Ray Benitez,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Justin Wheelon,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Nickolas Wolf,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Willam Belli,ACTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Akiva Schaffer,DIRECTOR,"['comedy', 'scifi', 'horror', 'action']",5.7,MOVIE,['US'],2012,102,5.5,126710.0
Jeffrey Dean Morgan,ACTOR,"['drama', 'crime']",7.7,SHOW,['US'],2012,52,6.8,12605.0
Olga Kurylenko,ACTOR,"['drama', 'crime']",7.7,SHOW,['US'],2012,52,6.8,12605.0
Steven Strait,ACTOR,"['drama', 'crime']",7.7,SHOW,['US'],2012,52,6.8,12605.0
Jessica Marais,ACTOR,"['drama', 'crime']",7.7,SHOW,['US'],2012,52,6.8,12605.0
Christian Cooke,ACTOR,"['drama', 'crime']",7.7,SHOW,['US'],2012,52,6.8,12605.0
Elena Satine,ACTOR,"['drama', 'crime']",7.7,SHOW,['US'],2012,52,6.8,12605.0
Dominik Garcia,ACTOR,"['drama', 'crime']",7.7,SHOW,['US'],2012,52,6.8,12605.0
Taylor Blackwell,ACTOR,"['drama', 'crime']",7.7,SHOW,['US'],2012,52,6.8,12605.0
Danny Huston,ACTOR,"['drama', 'crime']",7.7,SHOW,['US'],2012,52,6.8,12605.0
Xavier Coronel,ACTOR,"['drama', 'crime']",7.7,SHOW,['US'],2012,52,6.8,12605.0
Carlos Guerrero,ACTOR,"['drama', 'crime']",7.7,SHOW,['US'],2012,52,6.8,12605.0
Safi El Masri,ACTOR,"['drama', 'crime']",7.7,SHOW,['US'],2012,52,6.8,12605.0
Niall Matter,ACTOR,"['action', 'drama', 'scifi']",6.5,SHOW,"['CA', 'GB']",2012,45,6.6,4565.0
Sara Canning,ACTOR,"['action', 'drama', 'scifi']",6.5,SHOW,"['CA', 'GB']",2012,45,6.6,4565.0
Danny Rahim,ACTOR,"['action', 'drama', 'scifi']",6.5,SHOW,"['CA', 'GB']",2012,45,6.6,4565.0
Crystal Lowe,ACTOR,"['action', 'drama', 'scifi']",6.5,SHOW,"['CA', 'GB']",2012,45,6.6,4565.0
Miranda Frigon,ACTOR,"['action', 'drama', 'scifi']",6.5,SHOW,"['CA', 'GB']",2012,45,6.6,4565.0
Geoff Gustafson,ACTOR,"['action', 'drama', 'scifi']",6.5,SHOW,"['CA', 'GB']",2012,45,6.6,4565.0
