name,role,genres,imdb_score,type,production_countries,release_year,runtime,tmdb_score,imdb_votes
Tom Chatterton,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Jack Cheatham,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Harry Cheshire,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Edward Clark,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Tom Coleman,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Ellen Corby,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Bryn Davis,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Lew Davis,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Harry Denny,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Helen Dickson,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Dick Elliott,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Tom Fadden,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Frank Fenton,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Eddie Fetherston,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Sam Flint,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Lee Frederick,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Dick Gordon,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Jack Gordon,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Herschel Graham,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Joseph Granby,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Charles Halton,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Carl Eric Hansen,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Herbert Heywood,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Harry Holman,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Art Howard,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Bert Howard,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Arthur Stuart Hull,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
John Indrisano,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Eddie Kane,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Carl Kent,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Milton Kibbee,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Effie Laird,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Mike Lally,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Harold Landon,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Meade 'Lux' Lewis,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Jack Lomas,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
J. Farrell MacDonald,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Wilbur Mack,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Charles Meakin,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Priscilla Montgomery,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Bert Moorhouse,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Evelyn Moriarty,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Philip Morris,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
George Noisom,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Bob O'Connor,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Frank O'Connor,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Lynn O'Leary-Jameson,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Moroni Olsen,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Garry Owen,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Netta Packer,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Franklin Parker,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Suzanne Ridgeway,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Mark Roberts,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Constantine Romanoff,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Cy Schindell,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Almira Sessions,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Cedric Stevens,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Brick Sullivan,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Charles Sullivan,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Carl Switzer,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Max Wagner,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Larry Wheat,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Charles C. Wilson,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Frank Capra,DIRECTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Tom Neal,ACTOR,"['thriller', 'drama', 'crime']",7.3,MOVIE,['US'],1945,66,7.2,17233.0
Ann Savage,ACTOR,"['thriller', 'drama', 'crime']",7.3,MOVIE,['US'],1945,66,7.2,17233.0
Claudia Drake,ACTOR,"['thriller', 'drama', 'crime']",7.3,MOVIE,['US'],1945,66,7.2,17233.0
Edmund MacDonald,ACTOR,"['thriller', 'drama', 'crime']",7.3,MOVIE,['US'],1945,66,7.2,17233.0
Tim Ryan,ACTOR,"['thriller', 'drama', 'crime']",7.3,MOVIE,['US'],1945,66,7.2,17233.0
Esther Howard,ACTOR,"['thriller', 'drama', 'crime']",7.3,MOVIE,['US'],1945,66,7.2,17233.0
Pat Gleason,ACTOR,"['thriller', 'drama', 'crime']",7.3,MOVIE,['US'],1945,66,7.2,17233.0
Edgar G. Ulmer,DIRECTOR,"['thriller', 'drama', 'crime']",7.3,MOVIE,['US'],1945,66,7.2,17233.0
William Powell,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Carole Lombard,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Alice Brady,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Gail Patrick,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Eugene Pallette,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Jean Dixon,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Alan Mowbray,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Mischa Auer,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Pat Flaherty,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Robert Light,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Bess Flowers,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Bert Moorhouse,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Franklin Pangborn,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Grady Sutton,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Jane Wyman,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Ernie Adams,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Jimmy Aye,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
James Carlisle,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Jack Chefe,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Phyllis Crane,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Eddie Fetherston,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Grace Field,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
James Flavin,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Edward Gargan,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Carlton Griffin,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
David S. Horsley,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Selmer Jackson,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Richard Kipling,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Andrea Leeds,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Ethelreda Leopold,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Reginald Mason,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Louis Natheaux,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Bob Perry,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Katherine Perry,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Albert Petit,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Jean Rogers,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Ronald R. Rondell,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Arthur Singley,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Larry Steers,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Russell Wade,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
William Wagner,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Arthur Wanzer,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Harley Wood,ACTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Gregory La Cava,DIRECTOR,"['comedy', 'romance', 'drama']",8.0,MOVIE,['US'],1936,95,7.6,23532.0
Harley Wood,ACTOR,"['crime', 'drama']",4.0,MOVIE,['US'],1936,57,3.6,864.0
Hugh McArthur,ACTOR,"['crime', 'drama']",4.0,MOVIE,['US'],1936,57,3.6,864.0
Paul Ellis,ACTOR,"['crime', 'drama']",4.0,MOVIE,['US'],1936,57,3.6,864.0
Bill Woods,ACTOR,"['crime', 'drama']",4.0,MOVIE,['US'],1936,57,3.6,864.0
Juanita Fletcher,ACTOR,"['crime', 'drama']",4.0,MOVIE,['US'],1936,57,3.6,864.0
Gloria Browne,ACTOR,"['crime', 'drama']",4.0,MOVIE,['US'],1936,57,3.6,864.0
Symona Boniface,ACTOR,"['crime', 'drama']",4.0,MOVIE,['US'],1936,57,3.6,864.0
Hal Taggart,ACTOR,"['crime', 'drama']",4.0,MOVIE,['US'],1936,57,3.6,864.0
William C. Thompson,ACTOR,"['crime', 'drama']",4.0,MOVIE,['US'],1936,57,3.6,864.0
Dwain Esper,DIRECTOR,"['crime', 'drama']",4.0,MOVIE,['US'],1936,57,3.6,864.0
Lillian Gish,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Mae Marsh,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Robert Harron,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
F.A. Turner,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Sam De Grasse,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Vera Lewis,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Lillian Langdon,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Olga Grey,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Erich von Ritzau,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Bessie Love,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Margery Wilson,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Eugene Pallette,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Spottiswoode Aitken,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Ruth Handforth,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Elmer Clifton,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Seena Owen,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Carl Stockdale,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Mary Alden,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Pearl Elmore,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Julia Mackley,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Miriam Cooper,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Walter Long,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Tom Wilson,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Ralph Lewis,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Lloyd Ingraham,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
John P. McCarthy,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Monte Blue,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Marguerite Marsh,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Edward Dillon,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Billy Quirk,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Howard Gaye,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
William H. Brown,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
George Walsh,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
W.S. Van Dyke,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Allan Sears,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Frank Bennett,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Maxfield Stanley,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Josephine Crowell,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Constance  Talmadge,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
W.E. Lawrence,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Joseph Henabery,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Chandler House,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Alfred Paget,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Tully Marshall,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Dore Davidson,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Taylor N. Duncan,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Owen Moore,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Frank Borzage,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Karl Brown,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Frank Campeau,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Constance Collier,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Donald Crisp,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Nigel De Brulier,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Clarence Geldart,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Dell Henderson,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Russell Hicks,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
DeWolf Hopper Sr.,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Wilfred Lucas,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Francis McDonald,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Vester Pegg,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Herbert Sutch,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Herbert Beerbohm Tree,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
King Vidor,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Hal Wilson,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Tammany Young,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Sylvia Ashton,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Jennie Lee,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
George Beranger,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Kitty Bradbury,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Tod Browning,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Frank Brownlee,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Kate Bruce,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Edward Burns,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Noble Johnson,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
George Fawcett,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Jewel Carmen,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Carol Dempster,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Mildred Harris,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Daisy Jefferson,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Carmel Myers,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Eve Southern,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Pauline Starke,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Natalie Talmadge,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Ethel Grey Terry,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Francis Carpenter,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Virginia Lee Corbin,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Peggy Cartwright,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Gino Corrado,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
William Courtright,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Erich von Stroheim,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Max Davidson,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Douglas Fairbanks,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Julia Faye,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Clyde E. Hopkins,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Alberta Lee,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Elmo Lincoln,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Loyola O'Connor,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Wallace Reid,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Alma Rubens,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Madame Sul-Te-Wan,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
George Siegmann,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Raymond Wells,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Winifred Westover,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
David Butler,ACTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
D.W. Griffith,DIRECTOR,"['history', 'drama']",7.7,MOVIE,['US'],1916,197,7.2,15242.0
Edward G. Robinson,ACTOR,"['thriller', 'crime', 'drama']",7.3,MOVIE,['US'],1946,95,7.3,26293.0
Loretta Young,ACTOR,"['thriller', 'crime', 'drama']",7.3,MOVIE,['US'],1946,95,7.3,26293.0
Orson Welles,ACTOR,"['thriller', 'crime', 'drama']",7.3,MOVIE,['US'],1946,95,7.3,26293.0
Philip Merivale,ACTOR,"['thriller', 'crime', 'drama']",7.3,MOVIE,['US'],1946,95,7.3,26293.0
Richard Long,ACTOR,"['thriller', 'crime', 'drama']",7.3,MOVIE,['US'],1946,95,7.3,26293.0
